document_title,version,live_page_url,source_path,duplicates,reviewer,audited,fixed,notes
Specific Clean Up Approaches,current,https://docs.netwrix.com/docs/platgovsalesforce/techdebt/tech_debt_org_specific_clean_up_approaches,docs/platgovsalesforce/techdebt/tech_debt_org_specific_clean_up_approaches.md,,,,,
Managing Technical Debt,current,https://docs.netwrix.com/docs/platgovsalesforce/techdebt/tech_debt_overview,docs/platgovsalesforce/techdebt/tech_debt_overview.md,,,,,
Access Review Assistant,current,https://docs.netwrix.com/docs/platgovsalesforce/tools/access_review,docs/platgovsalesforce/tools/access_review.md,,,,,
Automated Report Clean Up,current,https://docs.netwrix.com/docs/platgovsalesforce/tools/automated_report_clean_up,docs/platgovsalesforce/tools/automated_report_clean_up.md,,,,,
Cleaning Up Change Logs,current,https://docs.netwrix.com/docs/platgovsalesforce/tools/change_logs_clean_up,docs/platgovsalesforce/tools/change_logs_clean_up.md,,,,,
DLU Configuration,current,https://docs.netwrix.com/docs/platgovsalesforce/tools/dlu_configuration,docs/platgovsalesforce/tools/dlu_configuration.md,,,,,
Environment Comparison,current,https://docs.netwrix.com/docs/platgovsalesforce/tools/environment_comparison,docs/platgovsalesforce/tools/environment_comparison.md,,,,,
Export Attachment Records,current,https://docs.netwrix.com/docs/platgovsalesforce/tools/export_object_attachment_records,docs/platgovsalesforce/tools/export_object_attachment_records.md,,,,,
Export Objects,current,https://docs.netwrix.com/docs/platgovsalesforce/tools/export_objects,docs/platgovsalesforce/tools/export_objects.md,,,,,
Export Profiles and Permission Sets,current,https://docs.netwrix.com/docs/platgovsalesforce/tools/export_profiles,docs/platgovsalesforce/tools/export_profiles.md,,,,,
Export Users,current,https://docs.netwrix.com/docs/platgovsalesforce/tools/export_users,docs/platgovsalesforce/tools/export_users.md,,,,,
Field Tracking,current,https://docs.netwrix.com/docs/platgovsalesforce/tools/field_tracking,docs/platgovsalesforce/tools/field_tracking.md,,,,,
Finder,current,https://docs.netwrix.com/docs/platgovsalesforce/tools/finder,docs/platgovsalesforce/tools/finder.md,,,,,
Package Usage,current,https://docs.netwrix.com/docs/platgovsalesforce/tools/package_usage,docs/platgovsalesforce/tools/package_usage.md,,,,,
Profile Permission Comparison,current,https://docs.netwrix.com/docs/platgovsalesforce/tools/profile_permission_comparison,docs/platgovsalesforce/tools/profile_permission_comparison.md,,,,,
System Permission Tracking,current,https://docs.netwrix.com/docs/platgovsalesforce/tools/system_permission_tracking,docs/platgovsalesforce/tools/system_permission_tracking.md,,,,,
Tools Overview,current,https://docs.netwrix.com/docs/platgovsalesforce/tools/tools_overview,docs/platgovsalesforce/tools/tools_overview.md,,,,,
User Activity,current,https://docs.netwrix.com/docs/platgovsalesforce/tools/user_activity,docs/platgovsalesforce/tools/user_activity.md,,,,,
Dependency Relationship Diagram,current,https://docs.netwrix.com/docs/platgovsalesforce/tools/viewing_drd,docs/platgovsalesforce/tools/viewing_drd.md,,,,,
What is Documented,current,https://docs.netwrix.com/docs/platgovsalesforce/what_does_strongpoint_document,docs/platgovsalesforce/what_does_strongpoint_document.md,,,,,
