document_title,version,live_page_url,source_path,also_covers,reviewer,audited,fixed,corrections,notes
System Configuration Settings,5.6.2,https://docs.netwrix.com/docs/dataclassification/5_6_2/systemconfigurationoverview/configuration/system_configuration,docs/dataclassification/5.6.2/systemconfigurationoverview/configuration/system_configuration.md,,,,,,
Text Processing,5.6.2,https://docs.netwrix.com/docs/dataclassification/5_6_2/systemconfigurationoverview/configuration/text_handling,docs/dataclassification/5.6.2/systemconfigurationoverview/configuration/text_handling.md,,,,,,
Licensing,5.6.2,https://docs.netwrix.com/docs/dataclassification/5_6_2/systemconfigurationoverview/licensing,docs/dataclassification/5.6.2/systemconfigurationoverview/licensing.md,,,,,,
System Configuration,5.6.2,https://docs.netwrix.com/docs/dataclassification/5_6_2/systemconfigurationoverview,docs/dataclassification/5.6.2/systemconfigurationoverview/systemconfigurationoverview.md,,,,,,
Password Manager,5.6.2,https://docs.netwrix.com/docs/dataclassification/5_6_2/systemconfigurationoverview/users/password_manager,docs/dataclassification/5.6.2/systemconfigurationoverview/users/password_manager.md,,,,,,
Secure Netwrix Data Classification,5.6.2,https://docs.netwrix.com/docs/dataclassification/5_6_2/systemconfigurationoverview/users/secure_ndc,docs/dataclassification/5.6.2/systemconfigurationoverview/users/secure_ndc.md,,,,,,
User Management,5.6.2,https://docs.netwrix.com/docs/dataclassification/5_6_2/systemconfigurationoverview/users/user_management,docs/dataclassification/5.6.2/systemconfigurationoverview/users/user_management.md,,,,,,
Users and Security Settings,5.6.2,https://docs.netwrix.com/docs/dataclassification/5_6_2/systemconfigurationoverview/users,docs/dataclassification/5.6.2/systemconfigurationoverview/users/users.md,,,,,,
Web Service Security,5.6.2,https://docs.netwrix.com/docs/dataclassification/5_6_2/systemconfigurationoverview/users/web_service_security,docs/dataclassification/5.6.2/systemconfigurationoverview/users/web_service_security.md,,,,,,
Content Configuration,5.7,https://docs.netwrix.com/docs/dataclassification/5_7/contentconfigurationoverview,docs/dataclassification/5.7/contentconfigurationoverview/contentconfigurationoverview.md,,,,,,
